index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,City,State,Headquarters State,min_salary,max_salary,avg_salary,company_age,Job Type,Python,Scala,Pyspark,PowerBi
355,data scientist - ts/sci fsp or ci required,$122.000-$146.000 ,"US Citizenship Required and (TS/SCI with FSP or CI) Required  Job Description: Excited about data? Take action with it.  As a Phoenix Data Scientist, you'll be part of a team with access to tons of real mission and that takes action on it. You will not be simply designing algorithms or analyzing theoretical use cases. You'll be using languages like R, Python and Scala to glean actionable insights and build tangible capabilities.  On a typical day as a Phoenix Data Scientist, you'll collaborate with both engineers and mission SMEs (e.g. Cybersecurity or SIGINT analysts) to process mass amounts of data. You'll implement (not just design) neural networks, Bayesian models and other Machine Learning techniques to address mission needs.  Make a difference today. Skills Required: Python or Scala Experience in a Linux environment Comfortable with very large data sets Skills Preferred: R, Rstudio, Shiny Apache Spark Machine Learning Neural Networks Artificial Intelligence Predictive Modeling Qualifications: US Citizenship Required Security Clearance (TS/SCI) Required Some positions require FSP Bachelors Degree in Math, Science or Engineering  Benefits Offered: Medical, Dental, Vision Insurance - 100% Company Paid Premiums STD, LTD, and Life Insurance - 100% Company paid 401K Automatic 10% company contribution; no matching required PTO - 4 weeks/year Holidays - 10 paid/year Birthdays off with pay Referral Bonuses Upfront AND Annually Recurring Open Source Bonuses Contribute to our Github projects Professional Development Paid training, Certifications and Enrichment ABOUT PHOENIX OPERATIONS GROUP: Phoenix Operations Group is a high-end engineering services company dedicated to protecting and advancing our national cyber resources. As a small start-up operating out of the Baltimore/Washington DC area, we rely on innovation to continually advance our employees' skills and provide game-changing solutions to our customers.  Our technical competencies include Big Data analytics (batch and streaming), Cloud Computing infrastructure, multi-INT visualization, and enterprise architectures. We support operational missions (All-Source, Financial, CND) and serve as Product Owners for our open-source research initiatives.  Please visit us at http://www.phoenix-opsgroup.com for more information.  Phoenix Operations Group is an Equal Opportunity Employer. Phoenix Operations Group does not discriminate on the basis of race, religion, color, sex, gender, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",50.0,Phoenix Operations Group5.0,Woodbine,1-50,2011,Private Company,IT Services,Information Technology,1 to 5 million ,Annapolis Junction, MD, MD,122,146,134.0,13,NA,1,1,0,0
397,data scientist (ts/sci w/ poly),$110.000-$163.000 ,"Are you excited by the possibilities presented by machine learning and artificial intelligence? Do you have a drive to contribute to our nation's security? In an increasingly data-rich environment, threats to our country are harder to detect and require the augmentation of intelligence by machines. As a part of our team, you can help turn this complex problem into a real solution for an important Intelligence Community customer.  Maxar Technologies is looking to add Data Scientist to a growing team of multiple disciplines and training data specialists to make the customer's vision a reality.  What you will be doing: Contributing to the design, development, and maintenance of an automated machine learning framework Creating and implementing an architecture to ingest satellite and other location based intelligence data at scale, applying machine learning algorithms to them, to create and iterate analytic models  Minimum Qualifications: Must have a current/active TS/SCI with Polygraph Requires 8 years of relevant experience. Bachelors degree in a relevant field (physics, mathematics, computer science, operations research, etc.). 4 additional years of experience may be substituted in lieu of degree. Experience in the development, customization, and use of the full range of GIS software products applied to intelligence analysis. Experience using Python and other programming languages.  Preferred Skills: Familiarity with Esri and open source geospatial tools. Familiarity with Anaconda, Git  #cjpost",35.0,Maxar Technologies3.5,Westminster,5001-10000,2024,Public Company,Aerospace and Defense,Aerospace and Defense,2 to 5 billion ,Herndon, VA, CO,110,163,136.5,0,NA,1,0,0,0
568,data scientist,$128.000-$201.000 ,"At Kibo, we provide cloud commerce solutions inspired by our clients' needs and designed to empower their teams. Together, we can help them see further, think bigger, and climb higher.Our software and services include eCommerce, Order Management, Personalization, and Mobile Point-of-Commerce. We serve retailers, manufacturers, and brands, and our solutions are designed to power the shopping experience - from first click to doorstep - and to scale with them as their business grows.Kibo is seeking a Data Scientist to help continue to build and innovate our next generation of data-driven applications. You will be part of our Data Science group which develops Kibo's software for processing large volumes of eCommerce user data into statistical models that drive live applications such as item recommendations, content search and automated statistical testing.ESSENTIAL RESPONSIBILITIES AND DUTIES:* Contribute to Kibo's product roadmap by developing models to solve our customers' pressing problems* Develop visualizations that make complex concepts intuitive to nontechnical marketers and merchandisers* Collaborate with and learn from a like-minded group of data scientists* Develop models with a variety of requirements (online learning, large data sets, reinforcement learning, recommender systems, etc.)* Discover, understand, and apply cutting-edge statistical and machine learning techniques with novel applications to e-commerce, marketing, and supply chain problems* Assist product management and engineering in building full-featured products based on your research* Assist sales, marketing, and client services in taking products based on your research to market and effectively communicating their value to clients and prospectsQUALIFICATIONS:* A bachelor's degree in one or more of statistics, machine learning, math, computer science, economics, quantitative social science or equivalent understanding* 2+ years of experience in a modern data analysis stack (Python, R, Matlab, SAS, SPSS, STATA, etc.)* Willingness to learn Python (knowledge of Python is a plus)* Effective understanding of how business value, applications, and infrastructure constraints drive modeling decisions* Ability to implement machine learning techniques in scalable, reliable and maintainable code for real-world software platforms* Familiarity with software engineering concepts like object-oriented design, software testing, and development lifecycles* An entrepreneurial mindset, shown by a history of engagement with the end users of a model or the desire to do so.* Ability to effectively communicate the results and value of models with non-technical stakeholders, both internal and external",38.84,Kibo,Marbella,Unknown,2024,Public Company,Not Available,Not Available,N/A ,Philadelphia, PA, Spain,128,201,164.5,0,NA,1,0,0,0
52,data scientist,$75.000-$131.000 ,"About Netskope  Today, there's more data and users outside the enterprise than inside, causing the network perimeter as we know it to dissolve. We realized a new perimeter was needed, one that is built in the cloud and follows and protects data wherever it goes, so we started Netskope to redefine Cloud, Network and Data Security.  Since 2012, we have built the market-leading cloud security company and an award-winning culture powered by hundreds of employees spread across offices in Santa Clara, San Francisco, Seattle, Bangalore, London, Melbourne, and Tokyo. Our core values are openness, honesty, and transparency, and we purposely developed our open desk layouts and large meeting spaces to support and promote partnerships, collaboration, and teamwork. From catered lunches and office celebrations to employee recognition events and social professional groups such as the Awesome Women of Netskope (AWON), we strive to keep work fun, supportive and interactive. Visit us at netskope.com/company/careers and follow us on Twitter @Netskope and Facebook.  Data Scientist   Within Netskope Engineering, the Security Services organization is responsible for building core security products and features, such as Data Loss Prevention, Malware and Threat Prevention, Cloud Confidence Index, Breach and Anomaly Detection. We apply Artificial Intelligence and Machine Learning technologies across Netskope cloud security platform. We are looking for talented data scientists with security domain knowledge. A successful candidate has deep technical expertise in applying AI/ML technologies in security applications and/or adjacent domains, ideally has been through the entire lifecycle of an award winning security product, and must be passionate about cloud security. You will have the opportunity to work with a team of talented engineers, researchers and data scientists to solve the most challenging cloud security problems.  Responsibilities: Identify strong AI/ML use cases in cloud security, data security and adjacent domains, leveraging Netskope's rich set of data sources; Define scalable data acquisition and labeling strategy for specific use cases; Work with data engineers to retrieve, clean and normalize data. Ensure scalable and continuous high-quality data stream; Work closely with threat research and development team in feature engineering. Make sure high-quality feature sets are chosen in a systematic way; Select ML models for defined use cases. Implement KPIs to ensure optimal algorithms and results; Conduct strict internal testing to ensure high efficacy, low false positive and false negative rate; Interpret results and communicate findings; Document use case, data acquisition, feature engineering, training, validation, deployment, future improvement opportunity and other important aspects; Work closely with development and QE team in productization; Be an evangelist of AI/ML within Netskope. Promote AI/ML wherever applicable, beyond security use cases; Collaborate with data analytics team to define new platform requirements and continuously improve our horizontally scalable data lake. Qualifications/Requirements:   First of all, must have true startup spirit. Be willing to wear multiple hats and deliver end-to-end; Ability of thinking out-of-box and evaluating results based on customer value; 5+ years of industry experience in applying AI/ML, preferably on well-known security products or services, such as malware detection, anomaly detection, security analytics and data security; Experience of applying AI/ML in more than one domains highly desirable; Hands-on experience with relevant technology stacks such as CUDA, Python, R, Spark, Flink, Tensorflow; Hands-on experience using modern big data pipeline; Natural language process (NLP) and data mining experience highly desirable; Security research experience and strong security domain knowledge highly desirable; Energetic self-starter, with the desire to work in a dynamic fast-paced environment; Excellent verbal and written communication skills; Ability to influence without authority Education:   PhD in Computer Science, Statistics, Electrical Engineering or equivalent technical degree. #LI-NW1",40.0,Netskope4.0,Santa Clara,501-1000,2012,Private Company,Enterprise Software and Network Solutions,Information Technology,N/A ,San Francisco, CA, CA,75,131,103.0,12,NA,1,0,0,0
453,data scientist,$69.000-$116.000 ,"Knowesis, Inc. has been providing data-driven decisions and solutions to our federal clients since 2007. Our highly qualified, customer-focused professionals are committed to providing information and advice to enable client success through holistic, thorough, thoughtful, and aligned approaches. Our clients leverage these capabilities to support their key business functions.We are currently seeking a Data Scientist for a proposed government contract. The Data Scientist will be performing advanced analytics and data visualization services to support duties associated with identifying, deterring, and investigating fraud, deficiency, waste and abuse, and monitoring the progress made to the implementation of corrections actions for our federal clients.Duties and responsibilities may include, but are not limited to:* Developing dashboards, reports, and visualizations using Tableau* Perform qualitative and quantitative analysis, including but not limited to predictive modeling and data mining,* Proficient in advanced machine learning algorithms to solve regression, multi-classification, and clustering problems.* Ability working with both structured and unstructured data employing unsupervised learning models including isolation forest, k-means clustering, anomaly detection, and principal component analysis* Able to perform statistical modeling with multiple regression techniques, variable selection methods, time series analyses, and neural networks in Python, R, and/or SAS* Utilize Python or R in data analytics to collect, understand, transform, cleanse, store, and share data in a privacy-preserving way* Able to Implement machine learning algorithms with multidimensional data for classification and clustering problems and graphical networks* Collaborate with functional areas to develop and maintain performance metrics, measurements, methods, and targets.* Evaluate operational efficiency and effectiveness.* Provide program manager and client with analysis to inform of enterprise resource allocation decisions and assess institutional risk.* Support both routine and special projects by communicating with multiple teams to ensure requirements are clear and understood from both a functional and technical perspective.* Contributes to program and task-related reports, briefings, justification, and requests.Experience and Skills* Minimum of 5 years of demonstrated experience in statistics and statistical software (R, SAS, Python, SQL).* Exposure and understanding of Machine Learning, Statistical Techniques (Baysian, Monte Carlo, etc.)* Certified Tableau Professional (Desktop and Server) with specific experience with Tableau Prep.* Expert knowledge in Microsoft Office products and Sharepoint.* At least 1 year working with Military Health System data or Force Management data systems (MilPDS, DRRS, DEERS)A qualified candidate will:* Proficient in Python, R, SAS, Tableau, Shiny, SQL, and Hadoop ecosystem* Experience of leveraging machine learning algorithms to perform predictive modeling and forecasting.* Proficient in data visualization tools to design report and graphs to identify autonomous patterns and behaviors* Have the ability to quickly understand the clients business questions and develop prototype solutions* Serve as the performance and analytical lead with support to the program manager and client responsible for planning, coordinating and directing programs, conducting surveys and studies, and special projects associated with Force Health Readiness and Ready Medical Forces.* Be able to read, write, and speak English fluently and clearly in order to effectively communicate with all personnel for which they will interact.* Have the ability to communicate with sufficient clarity to be readily understood by laypersons, senior officials, and Government staff.* Possess sufficient initiative, interpersonal relationship skills, and social sensitivity such that they can relate constructively to a variety of contacts from diverse backgrounds.Education: Master's degree in Data Science, Statistics, Computer Science, or an associated technical discipline with five (5) years minimum experience in data analytics, including providing analytical management by planning, coordinating and directing program evaluations ORBachelor's degree in one of the above disciplines with eight (8) years minimum experience in data analytics, including providing analytical management by planning, coordinating, and directing program evaluations.Special Requirements:Government Security Clearance: SECRET or higher or able to obtain an Interim SECRET clearance.This contract requires a minimum of interim SECRET clearance and be a U.S. Citizen.Work Location: Falls Church, VA with local telework options.This position requires on-site work for all or a portion of the work to be performed. The successful candidate will reside in the local area or relocate within 15 days of the start date. No relocation is authorized.Knowesis, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.",44.0,Knowesis Inc.4.4,Fairfax,51-200,2007,Private Company,Consulting,Business Services,25 to 50 million ,Falls Church, VA, VA,69,116,92.5,17,NA,1,0,0,0
370,ai ops data scientist,$112.000-$116.000 ,"Company  AstraZeneca is a global, innovation-driven biopharmaceutical business that focuses on the discovery, development and commercialization of prescription medicines for some of the world's most serious diseases. But we're more than one of the world's leading pharmaceutical companies. At AstraZeneca, we're proud to have a unique workplace culture that inspires innovation and collaboration. Here, employees are empowered to express diverse perspectives and are made to feel valued, energized and rewarded for their ideas and creativity.  Role  We are looking for a data scientist to join our new AI Ops platform team in Science IT. The ideal candidate will have industry experience working in a range of different cloud environments where they devised and deployed large-scale production infrastructure and platforms for data science. The position will involve taking these skills and applying them to some of the most exciting data & prediction problems in drug discovery.  The successful candidate will be part of a new, close-knit team of deeply technical experts and together have the chance to create tools that will advance the standard of healthcare, improving the lives of millions of patients across the globe. Our data science environments will support major AI initiatives such as clinical trial data analysis, knowledge graphs, imaging & omics for our therapy areas. You will also have responsibility to help provide the frameworks for data scientists to develop scalable machine learning and predictive models with our growing data science community, in a safe and robust manner.  As a strong software leader and an expert in building complex systems, you will be responsible for inventing how we use technology, machine learning, and data to enable the productivity of AstraZeneca. You will help envision, build, deploy and develop our next generation of data engines and tools at scale. You will be bridging the gap between science and engineering and functioning with deep expertise in both worlds.  Key Accountabilities Liaise with R&D data scientists to understand their challenges and work with them to help productionise models and algorithms. Be part of the development roadmap to build and operationalise our data science environment, platforms and tooling. Support any external opportunities, through close partnership and engagement such as Benevolent.AI collaboration. Deployment of systems, applications and tooling for data science on cloud environments. Understanding of the necessary guardrails required for different use cases and data sensitivities. Adapt standard machine learning methods to best exploit modern parallel environments (e.g. distributed clusters, multicore SMP, and GPU). Provide the necessary infrastructure and platform to support the deployment and monitoring of ML solutions in production Optimizing solutions for performance and scalability. Liaise with the Data Engineering team to ensure that the platform and the solutions deployment therein benefit from an optimised and scalable data flow between source systems and analytical models Implementing custom machine learning code and developing benchmarking capabilities to monitor drift of any analyses over time. Understanding of the latest AI webservices and data science tools, from DataBricks to citizen data science tools like Dataiku, C3.AI and Domino. Experience working on regulatory data would be helpful but not essential. Liaise with other teams to enhance our technological stack, to enable the adoption of the latest advances in Data Processing and AI Being an active member of the Data Science team, you will benefit from, and contribute to, our expanding bank of Data Science algorithms and work efficiently with our data science infrastructure. Testing and assessing the quality of new tools. Team recruitment, training provision and coaching Candidate Knowledge, Skills and Experience BSc in Computer Science or related quantitative field or MSc/Ph.D degree in Computer Science or related quantitative field. More than 2 years of experience and demonstrable deep technical skills in one or more of the following areas: machine learning, recommendation systems, pattern recognition, natural language processing or computer vision. Experience managing an enterprise platform and service, handling new customer demand and feature requests. Strong software coding skills, with proficiency in Python and Scala preferred. Significant experience with AWS cloud environments, working knowledge of Google and Azure platforms. Knowledge of Kubernetes, S3, EC2, Sagemaker, Athena, RDS and Glue is essential. Certification in appropriate areas will be viewed favourably. Experience with best practice of data transport and storage within cloud system. Experience building large scale data processing pipelines. e. g. Hadoop/Spark and SQL. Experience provisioning computational resources in a variety of environments. Experience with containers and microservice architectures e.g. Kubernetes, Docker and serverless approaches. Experience with automation strategies e.g. CI/CD, gitops. Use of Data Science modelling tools e.g. R, Python, SAS and Data Science notebooks (e.g. Jupyter). Creative, collaborative, & product focused. Ability to just get things done.",40.0,AstraZeneca4.0,Cambridge,10000+,1913,Public Company,Biotech and Pharmaceuticals,Biotech and Pharmaceuticals,10+ billion ,Gaithersburg, MD, United Kingdom,112,116,114.0,111,NA,1,1,0,0
512,senior data scientist,$212.000-$331.000 ,"Do you have a head for numbers? Like turning real-world problems into mathematical representations and checking to see if you did it right? If you like that, youll love developing algorithms with us! Our customers have some of the most interesting needs and hardest challenges to resolve. Our solutions require integrated models based on large and varied datasets, feeding analytic applications so that we can extract patterns and behaviors obscured within the data to augment the capabilities of human operators. We need both experienced and aspiring data scientists to work on all stages of the data science pipeline, to include applying existing machine learning software across large hyper-parameter trade spaces, developing new machine learning algorithms and evaluating the best the commercial AI/ML industry has to offer to our problem set.  Why Maxar? We build advanced algorithms to gain analytic insights from a large range of open source and government data. We enable machine learning systems, automate workflow, and design and develop custom applications for unique national-security mission. We operate an end-to-end predictive analytic platform unlike any other within the US Government. We provide training to expand your skills and challenges to develop them. Our clients missions are vital to national security, so were mission-first always. Our work environment is relaxed business casual. At our core we believe and practice social responsibility. What would you be doing? Extracting and transforming data using programming languages such as Java and Python and associated open source data analytics libraries. Ascertaining unique ways to apply algorithms to derive specific customer data analytic results. Applying big data analytics tools to large, diverse sets of collection data to assess risk of adverse threat activities. Extending existing algorithms as required to support customer requirements. Applying data science methods to create and optimize convolutional neural networks that will perform classification, localization and segmentation of various modalities of remotely-sensed imagery.  Minimum Qualifications: Must be a US citizen with a current/active TS/SCI and be willing and able to obtain a CI Polygraph. B.S. in Engineering, Math, Physics, Computer Science or related field. 8 years of professional experience as a Data Scientist. Experience with at least one of these languages: R, VBA, Java, C++, SQL, Python.  Desired Qualifications: Graduate experience working with probabilistic and stochastic statistical analysis or computational intelligence. Experience conducting model feasibility research and algorithm development for machine learning. Experience with distributed datasets and experience analyzing both relational and NoSQL data structures. Experience working in an Agile environment, especially SAFe. Ascertaining unique ways to apply algorithms to derive specific customer specific data analytics results. Applying big data analytics tools to large, diverse sets of collection data to assess risk of adverse threat activities. Extending existing algorithms as required to support customer requirements. Experience implementing algorithms related to machine learning. Knowledge of technical aspects of ISR systems. Experience conducting model feasibility research and algorithm development for machine learning. Experience developing and testing models. Extracting and transforming data using programming languages such as Java and Python and associated open-source data analytics libraries. Experience with Data Analytics. Exceptional oral and written communications. Organizational skills and excellent attention to detail. Development experience in a Linux/Unix/Windows environment. Capability to work effectively in a geographically distributed development team. Basic systems administration and installation. Build-test-deploy frameworks (Jenkins, GoCD, etc.). Containerization platforms (Docker, OpenShift, CloudFoundry, etc.). Occasional local travel to government sites for customer meetings and demonstrations.  #cjpost",35.0,Maxar Technologies3.5,Westminster,5001-10000,2024,Public Company,Aerospace and Defense,Aerospace and Defense,2 to 5 billion ,Herndon, VA, CO,212,331,271.5,0,Senior,1,0,0,0
666,data scientist,$105.000-$167.000 ,"About Foundation Medicine:  Foundation Medicine began with an idea, to simplify the complex nature of cancer genomics, bringing cutting-edge science and technology to everyday cancer care. Our approach generates insights that help doctors match patients to more treatment options and helps accelerate the development of new therapies. Foundation Medicine is the culmination of talented people coming together to realize an important vision, and the work we do every day impacts real lives. We are looking for a Data Scientist to join us in our mission to help achieve improved outcomes for cancer patients with data-driven insights & initiatives.  We now have more high-quality data than ever before, which allows us to answer hard questions in clinical oncology that were previously out of reach. As Data Scientist you will lead our efforts on analyzing real-world clinical and genomic data. Your focus will be on clinical use cases, such as biomarker-based outcomes analyses, examining correlates of genomics and clinical outcomes, clinical utility of next-generation sequencing, and the impact of diagnostics on patient care. You'll join a mission-driven team of data scientists with diverse expertise and grow your analytical toolbox. Together, you'll partner with product managers, engineering, and domain experts in oncology and genomics to advance the field.  To support your work, you will have access to the richest real world cancer genomics and clinical datasets; these include FoundationCORE, a repository of comprehensive genomic profiles and pathology images from 250,000+ patient tumor samples tested by Foundation Medicine, and our landmark clinicogenomic database developed in partnership with Flatiron Health, which contains 40,000+ genomic profiles paired with longitudinal clinical annotations (including treatments, response, and survival). This is an opportunity to apply your expertise to a unique and powerful dataset to help advance cancer care for patients and researchers.  Desired Skills and Experience: Expertise in analyzing clinical health data, particularly survival/outcomes analyses. Expertise in biostatistics, epidemiology, and/or statistical genetics. Proficiency with statistical analysis software and/or scripting languages (R and/or Python preferred, but are amenable to others). Responsibilities: Lead our efforts to shape the evolving landscape of clinical oncology with real-world evidence. Support commercial data science projects as part of a cross-functional team. Co-author case studies and peer-reviewed publications. Contribute to a learning culture with conference presentations, journal clubs, etc. to share what you learn and enrich collaborations across Foundation Medicine. Qualifications: PhD in Biostatistics, Epidemiology, Bioengineering, or a related field; or MS with 3-5 years related work experience. Experience with longitudinal electronic health/medical records is a plus but not required. Experience in oncology (clinical oncology, cancer biology, and/or cancer bioinformatics) is a plus but not required. Proficiency in a database query language (e.g. SQL) is a plus. Those with publications or projects directly related to analyses of clinical and/or genomic data preferred. Please submit a publication list (Pubmed or Google Scholar profile accepted). Foundation Medicine is proud to be an Equal Opportunity and Affirmative Action employer and considers all qualified applicants for employment without regard to race, color, religion, sex, gender, sexual orientation, gender identity, ancestry, age, or national origin. Further, qualified applicants will not be discriminated against on the basis of disability or protected veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also FMI's EEO Statement and EEO is the Law and Supplement. If you have a disability or special need that requires accommodation, please let us know by completing this form. (EOE/AAP Employer)  To all recruitment agencies: Foundation Medicine does not accept agency resumes. Please do not forward resumes to our jobs alias, Foundation Medicine employees or any other organization location. Foundation Medicine is not responsible for any fees related to unsolicited resumes.  SDL2017",40.0,Foundation Medicine4.0,Cambridge,1001-5000,2010,Public Company,Biotech and Pharmaceuticals,Biotech and Pharmaceuticals,100 to 500 million ,Boston, MA, MA,105,167,136.0,14,NA,1,0,0,0
10,data scientist,$137.000-$171.000 ,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.  Job Description:  Novetta is seeking a Data Scientist who wants to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well). If that sounds appealing to you - we'd love to chat.  Responsibilities include: Develop solutions spanning multiple subject areas, from NLP to Image and Video. Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source. Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM). Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge. Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences. Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities. Basic Qualifications: Experience with Python Experience with machine learning or statistics Ability to work both independently and collaboratively. High levels of curiosity, creativity, and problem-solving capabilities. Strong written and verbal communication skills. Comfortable navigating the command line. Desired Skills: Research experience in Machine Learning specific to Natural Language Processing, Computer Vision, or deep learning. Experience with managing data and creating algorithms using AWS. Experience with R, Java, or other programming languages. Security Clearance: Must be eligible to obtain and maintain a TS/SCI with Poly clearance  Novetta, from complexity to clarity.  Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.  Our culture is shaped by a commitment to our core values:  Integrity � We hold ourselves accountable to the highest standards of integrity and ethics.  Customer Success � We strive daily to exceed expectations and achieve customer mission success.  Employee Focus � We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.  Innovation � We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.  Excellence in Execution � We take pride in flawless execution as we build a company that is best in class.   Earn a REFERRAL BONUS for the qualified people you know. For more details or to submit a referral, visit bit.ly/NovettaReferrals.  Novetta is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",45.0,Novetta4.5,Mc Lean,501-1000,2012,Private Company,Enterprise Software and Network Solutions,Information Technology,100 to 500 million ,Herndon, VA, VA,137,171,154.0,12,NA,1,0,0,0
208,in-line inspection data analyst,$79.000-$106.000 ,"In-Line Inspection Data Analyst  Quest Integrity, a global leader in inspection and engineering services, is seeking an In-Line Inspection Data Analyst/Pipeline to process and analyze data, apply accepted engineering practices for fitness-for-purpose assessments, finalize reports for state-of-the-art ultrasonic wall thickness and geometry in-line inspections of pipelines, and provide constructive feedback to the software development team. Phases of this job may be carried out at the local regional office, other regional offices located worldwide, or at client facilities. This is a junior to mid-level position that includes extensive training.  Position based in Tulsa, Oklahoma.  DUTIES AND RESPONSIBILITIES:  � Initially, duties will include participation in and successful completion of a training program which will include:  Basic training in analysis of ultrasonic data acquired during the inline inspection of pipelines Introduction to accepted engineering practices in the pipeline industry Training in analysis and processing of other in-line inspection technologies Training in comparison of various in-line inspection datasets with other information, records, dig-results, etc.  � Evaluate software and provide recommendations to drive improvement in processes, inspection technology, software applications, and related documentation  � Interface between Data Analysis team to provide training and bring feedback to Software Development team  � Process and analyze data that has been acquired during an in-line inspection using proprietary software applications  � Apply accepted engineering practices in order to assess fitness-for-purpose of the inspected pipeline  � Finalize reports and communicate to client results and recommendations  � Fulfill project management and coordination needs as requested  KNOWLEDGE AND SKILLS:  � Minimum high school diploma or equivalent; further education preferred  � Minimum of 3-years� experience analyzing ILI data or using ILI Analysis Software (ultrasonic technology preferred)  � Capable of making independent decisions/recommendations which can have immediate or time dependent consequences associated with pipeline integrity  � Must be customer focused, have excellent attention to detail and a strong ability to work in a team environment  � Requires excellent ability to represent the company in a professional manner with regard to communicating and interfacing with clients and committed to maintaining confidentiality and protecting intellectual property  � Must be able to pass visual examinations in order to analyze inspection data: near-vision acuity and color contrast differentiation  � Must possess excellent computer skills; Microsoft Suite and easily adapt to proprietary software applications  � Must have excellent numerical skills  � Must be proficient in English (verbal and written)",29.0,Quest Integrity2.9,Kent,201-500,1996,Public Company,Oil and Gas Services,"Oil, Gas, Energy and Utilities",50 to 100 million ,Tulsa, OK, WA,79,106,92.5,28,NA,0,0,0,0
